objectives,deploy,return,next_waypoint,feedback_msg,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification,representation,user_query,explanation
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point2,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point3,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point4,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point5,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point7,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = point0,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",gps_update_received = True,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",depth = on surface,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",depth = very deep,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",depth = deep,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",depth = moderate,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",vehicle_at_surface = True,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,shallow,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",periodic_ascend = True,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",deploy = False,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",return = True,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point0,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point1,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point2,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point3,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point4,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point5,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point6,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point7,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point8,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = point9,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_waypoint = starting_point,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",feedback_msg = in-transit,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",feedback_msg = advanced,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",feedback_msg = cycled,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",feedback_msg = completed,none,none,none,,,
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,none,none,point6,False,moderate,False,False,none,northeast,fast,northeast,henry,"maxdepth,loiter,bhv_const_depth",next_loiter_point = none,none,none,none,,,
