objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,contact_name,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification,Representation,Instruction,User Query,Explanation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,fast,northwest,northwest,TRUE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,fast,northwest,northeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,moderate,northwest,northeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,fast,northeast,northeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,fast,southeast,northeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point5,none,none,far,FALSE,none,fast,southeast,northeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point3,none,none,far,FALSE,none,fast,southwest,southeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point3,none,none,far,FALSE,none,fast,southeast,southeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,fast,southeast,southeast,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,none,none,far,FALSE,none,fast,southeast,southeast,TRUE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,none,none,far,FALSE,none,fast,southeast,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,fast,southeast,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,moderate,southeast,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,moderate,southwest,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,fast,southwest,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,none,none,far,FALSE,none,fast,northwest,southwest,FALSE,none,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,none,far,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,far,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,loiter,none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,far,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,nearby,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,nearby,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,nearby,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,close,nearby,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,close,close,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,close,close,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,close,close,FALSE,headon:none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,none:none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,cpa:none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avdcol_henry",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,none,fast,northwest,southwest,FALSE,northwest,henry,gilda,"loiter,avdcol_henry",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,nearby,close,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avdcol_henry",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,close,FALSE,none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avdcol_henry",none,none,none,none,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_0,far,close,FALSE,none:none,fast,southwest,southwest,FALSE,northwest,henry,gilda,"loiter,avdcol_henry",none,none,none,none,,,,
