objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point5,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle a instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and has encountered obstacle A. Instead of returning directly to its starting position, it chooses to modify its trajectory to avoid the obstacle and continue with its survey. This allows Alpha to complete its objective of visiting all designated points before returning.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point5,very fast,northwest,northwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle a instead of returning to its starting position?,"Alpha is currently surveying an area and avoiding obstacle A with a southwest heading and moving very fast. The reason for Alpha to continue surveying the area instead of returning to its starting position is that the objective is to reach points 0, 1, 2, 3, 4, 5 before returning to the starting position. The presence of obstacle A in close proximity is causing Alpha to modify its trajectory and avoid the obstacle while continuing its survey.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,very close,False,in-transit,point5,very fast,northwest,northwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle a instead of returning to its starting position?,"Currently, Alpha is in the middle of its survey mission and has encountered obstacle A in very close proximity. Instead of immediately returning to its starting position, Alpha adjusts its trajectory to avoid the obstacle while continuing the survey. This behavior allows Alpha to complete its objective while efficiently navigating around obstacles.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point5,very fast,northwest,northwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle a instead of returning to its starting point?,"Alpha is currently surveying an area and its objective is to go to points 0, 1, 2, 3, 4, and 5 before returning to its starting position. However, it encountered obstacle A with a close proximity and the obstacle has not been resolved. In order to avoid the obstacle and continue its survey, Alpha is executing a modified trajectory while avoiding obstacle A with a northwest heading. Returning to the starting point would require a change in behavior.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,close,False,in-transit,point5,very fast,northwest,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area while avoiding obstacle A instead of returning to its starting point? ,"Alpha is currently deployed to perform its objective, specifically moving towards point 5 with a northwest heading and at a very fast speed. However, there is an obstacle named A close to the vehicle's current location in the southeast direction. The vehicle is actively surveying the area while avoiding obstacle A to ensure a safe path towards its objective. Returning to the starting point is not the current priority due to the presence of the obstacle.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_a | Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_a,nearby,False,in-transit,point5,very fast,northwest,northwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point5', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area while avoiding obstacle A instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 5 with a northwest heading and at a very fast speed. However, there is an obstacle named A nearby in the southeast direction that has not been resolved. To ensure the safety of the vehicle and avoid the obstacle, Alpha is surveying the area while avoiding the obstacle instead of returning to its starting point.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_a  Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,nearby,False,completed,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not returning to its starting position while avoiding obstacle A instead of just returning to its starting position?,"The current representation shows that Alpha is already returning to its starting position. However, there is an obstacle (obstacle A) nearby that has not been resolved. It would be more efficient for Alpha to avoid the obstacle while returning to its starting position.","Original: 'None', Modified: 'Waypt_return, avoid_obstacle_avoid_obstacle_a'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area while avoiding obstacle A instead of returning to its starting position?,"In the current representation, Alpha is in the process of returning to its starting position and has encountered an obstacle named A nearby. However, instead of surveying the area while avoiding obstacle A, the vehicle is continuing with its original plan of returning to the starting point.","Original: 'Waypt_return', Modified: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha is currently in transit to its next waypoint, but there is an obstacle nearby that it needs to avoid. Therefore, it is returning to its starting point while avoiding the obstacle before continuing with its survey.","Original: 'Waypt_return', Modified: 'Waypt_survey,avoid_obstacle_avoid_obstacle_a'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,medium distance,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha has either finished with its survey or has been asked by the operator to return to its starting point. To start another survey again, it would need further instructions from command and control.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,"Alpha is currently in the ""waypt_return"" behavior, which means it is programmed to return to its starting point after completing its designated survey points. This behavior is activated because the vehicle has finished surveying the area or has been instructed to return by the operator. To change its behavior to surveying, further instructions from the command and control are necessary.","Original: 'Waypt_return', Modified: 'Waypt_survey'"
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",Why is alpha returning to its starting point instead of surveying?,Alpha is currently returning to its starting point because it has either finished with its survey or has been instructed to return by the operator. This behavior is set to occur regardless of the obstacle in its path.,"Original: 'Waypt_return', Modified: 'Waypt_survey'"
