representation,user_query,explanation,permutation
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, 4, 5 in a southeast direction at max speed and then return to its starting position. However, it is currently conducting a survey in its advanced behavior stage. To change its behavior and make it return to its starting point, it needs to either finish its survey or receive a command from C2.","Original= Waypt_survey, Modified= Waypt_return"
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in transit towards point 1 and is surveying the area while avoiding obstacle E. The reason for it not returning to its starting position is that it is still executing its objective of going to points 0, 1, 2, 3, 4, and 5. Returning to the starting position would deviate from the original objective.","Original= Waypt_survey,avoid_obstacle_avoid_obstacle_e, Modified= Waypt_return"
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area instead of having no active behaviour?,"Alpha needs to be deployed and have a designated point to move towards to. On the contrary, the vessel is currently idle waiting for further instructions.","Original= None, Modified= Waypt_survey"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'idle', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'None'}","Why not Maxdepth,bhv_const_depth,waypt_survey instead of Maxdepth,waypt_return,bhv_const_depth?","Henry is currently in the return stage, heading back to its starting point. To perform a waypoint survey, it would need to change its behavior and start surveying an area designated by the user instead of returning.","Original= Maxdepth,waypt_return,bhv_const_depth, Modified= Maxdepth,bhv_const_depth,waypt_survey"
"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'moderate', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area instead of having no active behaviour?,"Alpha needs to be deployed and have a designated point to move towards to. However, the current representation shows that Alpha has already completed its behavior stage, indicating that it has already reached all the designated points and is no longer in the surveying phase. Therefore, Alpha is currently not surveying an area and has no active behavior.","Original= None, Modified= Waypt_survey"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","In the current behavior, Henry is set to perform a survey in a designated area. However, it seems that there is no specific loiter point assigned for Henry to stay around. It would be more appropriate for Henry to loiter between points 0 to 7 until a survey objective is provided, and then perform the survey.","Original= Maxdepth,bhv_const_depth,waypt_survey
Modified= Maxdepth,loiter,bhv_const_depth"
"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'moderate', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area instead of having no active behaviour?,"Alpha needs to be deployed and have a designated point to move towards to. On the contrary, the vessel is currently idle waiting for further instructions.","Original= None, Modified= Waypt_survey"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point8', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}","Why not Maxdepth,loiter,bhv_const_depth instead of Maxdepth,bhv_const_depth,waypt_survey?","Currently, Henry is set to perform a survey in the designated area specified by the user. However, the user might want Henry to loiter between points 0 to 7 instead until a survey objective is provided. Loitering would allow the vehicle to stay in a specific area and wait for further instructions, which could be more suitable in certain scenarios. Additionally, during loitering, the periodic ascend should be deactivated to prevent unnecessary surfacing for GPS coordinate updates.","Original= Maxdepth,bhv_const_depth,waypt_survey, Modified= Maxdepth,loiter,bhv_const_depth"
"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not avoiding the obstacle and surveying the area instead of returning to its starting point?,"Alpha is currently in transit towards its next point, but there is an obstacle nearby that has not been resolved yet. According to the decision-making rules, if there is an obstacle that has not been resolved and is nearby, the vehicle should be surveying the area while avoiding the obstacle. However, in the given representation, the vehicle is set to return to its starting point instead of changing its behavior.","Original= None, Modified= Waypt_survey,avoid_obstacle_avoid_obstacle_a"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}","Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Gilda is still loitering fast towards point 7 with a southeast heading and a loiter point direction of southwest. It has not been asked to return to its starting point yet, and there are no detected obstacles or vessels in the proximity of the vessel.","Original= Loiter, Modified= Waypt_return,avd_obstacles_avd_obstacles_ob_0"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}","Why not Waypt_return,avd_obstacles_avd_obstacles_ob_3 instead of Loiter?","Gilda is still loitering fast towards point 4 with a northeast heading, and has not been asked to return to its starting point yet. Additionally, Gilda has detected an obstacle named obstacle_3 in its environment, but it is currently at a very far proximity.","Original= Loiter, Modified= Waypt_return,avd_obstacles_avd_obstacles_ob_3"
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",Why is Alpha not surveying an area while avoiding the obstacle instead of returning to its starting position?,"Despite having an obstacle nearby and not having resolved it, Alpha is currently in the return state, which means it is prioritizing returning to its starting position rather than surveying the area and avoiding the obstacle.","Original= Waypt_return, Modified= Waypt_survey,avoid_obstacle_avoid_obstacle_a"
"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle c instead of staying idle?,"Alpha is currently surveying an area while avoiding obstacle C with a southeast heading and moving very fast. The reason for this behavior is that Alpha encountered obstacle C in its path, and it has the capability to avoid the obstacle by adjusting its trajectory. Staying idle would not be productive in achieving its objective of surveying the designated points.","Original= Waypt_survey,avoid_obstacle_avoid_obstacle_c, Modified= None"
